"","state.abb","name","population","id","missing_2020","missing_2021","Notes","source"
"1519","MO","st louis county",1003056,NA,"missing","missing","",""
"1520","MS","issaquena county",1325,NA,"missing","missing","can't find",""
"1521","MS","sharkey county",3769,NA,"missing","missing","can't find",""
"1522","MS","quitman county",6154,119292,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1523","MS","jefferson county",7249,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1524","MS","benton county",7661,97996,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1525","MS","franklin county",7665,106140,"","missing","",""
"1526","MS","humphreys county",7735,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1527","MS","choctaw county",8208,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1528","MS","wilkinson county",8524,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1529","MS","kemper county",8956,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1530","MS","claiborne county",9099,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1531","MS","tunica county",9723,98007,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1532","MS","montgomery county",9796,50696,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1533","MS","webster county",9901,119306,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1534","MS","carroll county",9930,119260,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1535","MS","noxubee county",10228,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1536","MS","jefferson davis county",11271,119275,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1537","MS","perry county",11458,106156,"","missing","",""
"1538","MS","lawrence county",11982,1266235,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1539","MS","yalobusha county",12443,119309,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1540","MS","tallahatchie county",12650,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1541","MS","amite county",12699,119256,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1542","MS","calhoun county",13222,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1543","MS","greene county",13530,119268,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1544","MS","walthall county",13868,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1545","MS","smith county",14194,119297,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1546","MS","clarke county",15546,119263,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1547","MS","jasper county",16352,119273,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1548","MS","holmes county",16879,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1549","MS","chickasaw county",17078,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1550","MS","winston county",17683,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1551","MS","attala county",17816,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1552","MS","covington county",18298,119266,"","","",""
"1553","MS","stone county",18332,49080,"","","",""
"1554","MS","clay county",18621,119264,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1555","MS","tishomingo county",18843,119301,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1556","MS","wayne county",19803,119305,"","missing","",""
"1557","MS","coahoma county",21230,44388,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1558","MS","leake county",21245,119280,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1559","MS","newton county",21255,119286,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1560","MS","grenada county",21572,NA,"missing","","only 2021","https://www.osa.state.ms.us/documents/counties/"
"1561","MS","tippah county",21732,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1562","MS","itawamba county",23862,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1563","MS","george county",24364,119267,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1564","MS","marion county",24370,NA,"missing","missing","wrong file, compliance report","https://www.osa.state.ms.us/documents/counties/"
"1565","MS","prentiss county",24962,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1566","MS","sunflower county",25853,81581,"","","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1567","MS","simpson county",25892,NA,"missing","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1568","MS","yazoo county",26671,119310,"","","",""
"1569","MS","union county",27810,98008,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1570","MS","scott county",27968,119294,"","missing","",""
"1571","MS","tate county",28117,119299,"","missing","",""
"1572","MS","leflore county",28191,119281,"","missing","",""
"1573","MS","copiah county",28268,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1574","MS","neshoba county",28988,119285,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1575","MS","adams county",29419,106120,"","missing","",""
"1576","MS","bolivar county",30827,119258,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1577","MS","pontotoc county",31194,NA,"missing","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1578","MS","panola county",33171,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1579","MS","marshall county",33778,98003,"","missing","",""
"1580","MS","monroe county",34138,65488,"","","",""
"1581","MS","alcorn county",34727,106123,"","missing","only 2019","https://www.osa.state.ms.us/documents/counties/"
"1582","MS","lincoln county",34822,106149,"","missing","only 2020","https://www.osa.state.ms.us/documents/counties/"
"1583","MS","pike county",40190,119290,"","","",""
"1584","MS","warren county",44544,1035846,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1585","MS","washington county",44631,119304,"","","uploaded files to portal","https://www.osa.state.ms.us/documents/counties/"
"1586","MS","hancock county",46117,81556,"","","",""
"1587","MS","oktibbeha county",51698,119287,"","missing","",""
"1588","MS","lafayette county",55907,NA,"missing","","only 2021","https://www.osa.state.ms.us/documents/counties/"
"1589","MS","pearl river county",56198,119289,"","missing","",""
"1590","MS","lowndes county",58767,119282,"","","",""
"1591","MS","lamar county",64384,81568,"","missing","",""
"1592","MS","jones county",67163,81567,"","","",""
"1593","MS","lauderdale county",72672,119278,"","missing","",""
"1594","MS","forrest county",78185,34933,"","","",""
"1595","MS","lee county",83310,NA,"missing","missing","can't find","https://www.osa.state.ms.us/documents/counties/"
"1596","MS","madison county",109251,34937,"","missing","",""
"1597","MS","jackson county",143377,43345,"","","",""
"1598","MS","rankin county",157149,119293,"","","",""
"1599","MS","desoto county",186107,44827,"","","",""
"1600","MS","harrison county",208811,34935,"","","",""
"1601","MS","hinds county",226763,NA,"missing","missing","only 2019 https://www.co.hinds.ms.us/pgs/financial_statements/finstatements.asp",""
"1602","MT","petroleum county",500,NA,"missing","missing","can't find",""
"1603","MT","treasure county",758,NA,"missing","missing","can't find",""
"1604","MT","golden valley county",821,NA,"missing","missing","can't find",""
"1605","MT","wibaux county",937,NA,"missing","missing","can't find",""
"1606","MT","prairie county",1093,NA,"missing","missing","can't find",""
"1607","MT","garfield county",1170,NA,"missing","","can't find",""
"1608","MT","carter county",1408,NA,"missing","","can't find",""
"1609","MT","daniels county",1653,NA,"missing","missing","can't find",""
"1610","MT","powder river county",1693,NA,"missing","missing","can't find",""
"1611","MT","mccone county",1730,NA,"missing","missing","can't find",""
"1612","MT","meagher county",1922,NA,"missing","missing","can't find",""
"1613","MT","liberty county",1956,NA,"missing","","can't find",""
"1614","MT","judith basin county",2025,NA,"missing","","can't find",""
"1615","MT","wheatland county",2083,NA,"missing","missing","can't find",""
"1616","MT","fallon county",3028,NA,"missing","missing","can't find",""
"1617","MT","granite county",3308,NA,"missing","","can't find",""
"1618","MT","sheridan county",3536,NA,"missing","","can't find",""
"1619","MT","sweet grass county",3670,NA,"missing","","uploaded files to portal","https://sweetgrasscountygov.com/government-departments/other-departments/finance-office/audits/"
"1620","MT","phillips county",4208,NA,"missing","missing","can't find",""
"1621","MT","mineral county",4565,35365,"","","",""
"1622","MT","musselshell county",4745,91292,"","","",""
"1623","MT","toole county",4970,47802,"","","",""
"1624","MT","pondera county",5879,49881,"","","uploaded files to portal",""
"1625","MT","chouteau county",5895,120607,"","missing","",""
"1626","MT","teton county",6256,120628,"","","",""
"1627","MT","broadwater county",6857,NA,"missing","","only 2021, 2022",""
"1628","MT","powell county",6941,120623,"","","",""
"1629","MT","blaine county",7005,NA,"missing","missing","can't find",""
"1630","MT","valley county",7556,NA,"missing","missing","can't find",""
"1631","MT","rosebud county",8305,81641,"","","",""
"1632","MT","madison county",8660,35364,"","","",""
"1633","MT","dawson county",8923,NA,"missing","missing","can't find",""
"1634","MT","stillwater county",8997,44001,"","","",""
"1635","MT","beaverhead county",9381,35357,"","","",""
"1636","MT","deer lodge county",9420,NA,"missing","missing","anaconda-deer lodge county",""
"1637","MT","carbon county",10510,120605,"","","",""
"1638","MT","roosevelt county",10794,120625,"","","",""
"1639","MT","fergus county",11469,64952,"","","",""
"1640","MT","richland county",11531,NA,"missing","","can't find",""
"1641","MT","custer county",11863,120608,"","","",""
"1642","MT","jefferson county",12140,120614,"","","",""
"1643","MT","sanders county",12463,44242,"","","",""
"1644","MT","big horn county",13082,NA,"missing","","only 2018","https://www.bighorncountymt.gov/Archive.aspx?AMID=36&Type=&ADID="
"1645","MT","glacier county",13737,NA,"missing","","can't find",""
"1646","MT","hill county",16263,98015,"","","",""
"1647","MT","park county",17224,120619,"","","",""
"1648","MT","lincoln county",19739,35363,"","","",""
"1649","MT","lake county",31246,35362,"","","",""
"1650","MT","silver bow county",35201,NA,"missing","missing","uploaded files to portal","https://www.co.silverbow.mt.us/2032/Annual-Comprehensive-Financial-Report"
"1651","MT","ravalli county",44409,44143,"","missing","",""
"1652","MT","lewis and clark county",71168,42296,"","","",""
"1653","MT","cascade county",84402,35358,"","","",""
"1654","MT","flathead county",104862,35360,"","","",""
"1655","MT","missoula county",118337,35366,"","missing","",""
"1656","MT","gallatin county",119585,35361,"","","uploaded files to portal","https://gallatincomt.virtualtownhall.net/finance-department/pages/annual-audit-reports"
"1657","MT","yellowstone county",165196,64953,"","","",""
"1658","NC","tyrrell county",3239,36668,"","","",""
"1659","NC","hyde county",4551,36584,"","","",""
"1660","NC","graham county",8035,36564,"","","",""
"1661","NC","jones county",9147,96333,"","","",""
"1662","NC","camden county",10407,64988,"","","",""
"1663","NC","gates county",10448,42488,"","","",""
"1664","NC","alleghany county",10897,36492,"","","",""
"1665","NC","washington county",10976,42491,"","","",""
"1666","NC","clay county",11142,36529,"","","",""
"1667","NC","pamlico county",12303,48619,"","","",""
"1668","NC","perquimans county",13016,42477,"","","",""
"1669","NC","chowan county",13701,36527,"","","",""
"1670","NC","swain county",14099,36664,"","","",""
"1671","NC","mitchell county",14906,36609,"","","",""
"1672","NC","northampton county",17435,36620,"","","",""
"1673","NC","avery county",17848,36496,"","","",""
"1674","NC","bertie county",17862,36500,"","","",""
"1675","NC","yancey county",18490,36690,"","missing","",""
"1676","NC","warren county",18598,36677,"","","",""
"1677","NC","polk county",19383,36635,"","","",""
"1678","NC","greene county",20440,36568,"","","",""
"1679","NC","madison county",21228,36603,"","","",""
"1680","NC","hertford county",21470,36581,"","","",""
"1681","NC","martin county",21953,36605,"","","",""
"1682","NC","anson county",22033,81652,"","","",""
"1683","NC","caswell county",22699,36519,"","missing","",""
"1684","NC","montgomery county",25719,190158,"","","",""
"1685","NC","ashe county",26580,42430,"","","",""
"1686","NC","currituck county",28401,36540,"","","",""
"1687","NC","cherokee county",28858,36526,"","missing","",""
"1688","NC","bladen county",29629,36502,"","","",""
"1689","NC","transylvania county",33046,36666,"","","",""
"1690","NC","scotland county",34141,196964,"","","",""
"1691","NC","alexander county",36482,36490,"","","",""
"1692","NC","dare county",37032,196960,"","","",""
"1693","NC","macon county",37092,36601,"","","",""
"1694","NC","yadkin county",37246,36688,"","","",""
"1695","NC","person county",39187,196963,"","","",""
"1696","NC","pasquotank county",40577,36628,"","","",""
"1697","NC","jackson county",42231,36588,"","","",""
"1698","NC","vance county",42535,36672,"","","",""
"1699","NC","davie county",42895,36547,"","","",""
"1700","NC","richmond county",42916,36640,"","","",""
"1701","NC","stokes county",44565,36658,"","","",""
"1702","NC","mcdowell county",44580,36600,"","","",""
"1703","NC","beaufort county",44690,36498,"","","",""
"1704","NC","halifax county",48521,36572,"","","",""
"1705","NC","duplin county",48657,36549,"","","",""
"1706","NC","edgecombe county",48777,36554,"","","",""
"1707","NC","columbus county",50487,36533,"","","",""
"1708","NC","hoke county",52240,36582,"","","",""
"1709","NC","watauga county",54117,36680,"","","",""
"1710","NC","lenoir county",55050,36596,"","","",""
"1711","NC","sampson county",59078,36651,"","","",""
"1712","NC","pender county",60642,36630,"","","",""
"1713","NC","granville county",61060,36566,"","","",""
"1714","NC","haywood county",62223,36576,"","","",""
"1715","NC","stanly county",62638,36656,"","","",""
"1716","NC","lee county",63428,36594,"","","",""
"1717","NC","rutherford county",64479,36648,"","","",""
"1718","NC","wilkes county",65904,103092,"","","",""
"1719","NC","carteret county",67724,36517,"","","",""
"1720","NC","franklin county",69115,36558,"","","",""
"1721","NC","surry county",71372,36660,"","","",""
"1722","NC","chatham county",76670,36524,"","","",""
"1723","NC","wilson county",78807,36686,"","","",""
"1724","NC","caldwell county",80632,36514,"","","",""
"1725","NC","lincoln county",87206,36598,"","","",""
"1726","NC","burke county",87577,36509,"","","",""
"1727","NC","rockingham county",91188,36644,"","","",""
"1728","NC","nash county",95148,36615,"","","",""
"1729","NC","cleveland county",99799,81675,"","","",""
"1730","NC","moore county",100267,36613,"","","",""
"1731","NC","craven county",100646,36536,"","","",""
"1732","NC","robeson county",116305,36642,"","","",""
"1733","NC","henderson county",116541,36579,"","","",""
"1734","NC","wayne county",117266,36683,"","","",""
"1735","NC","harnett county",133779,36574,"","","",""
"1736","NC","brunswick county",138157,36504,"","","",""
"1737","NC","orange county",143583,36624,"","","",""
"1738","NC","randolph county",144418,36637,"","","",""
"1739","NC","rowan county",147148,36646,"","","",""
"1740","NC","catawba county",160892,43105,"","","",""
"1741","NC","davidson county",169196,36543,"","","",""
"1742","NC","pitt county",170378,36633,"","","",""
"1743","NC","alamance county",171954,196950,"","","",""
"1744","NC","iredell county",187683,36585,"","","",""
"1745","NC","onslow county",204937,36622,"","","",""
"1746","NC","johnston county",217787,36590,"","","",""
"1747","NC","new hanover county",226307,36617,"","","",""
"1748","NC","cabarrus county",227214,36511,"","","",""
"1749","NC","gaston county",228514,36560,"","","",""
"1750","NC","union county",239443,36670,"","","",""
"1751","NC","buncombe county",269694,282462,"","","",""
"1752","NC","durham county",325561,36552,"","","",""
"1753","NC","cumberland county",334391,36538,"","","",""
"1754","NC","forsyth county",383166,36556,"","","",""
"1755","NC","guilford county",539498,36570,"","","",""
"1756","NC","mecklenburg county",1116788,36607,"","","",""
"1757","NC","wake county",1130685,36674,"","","",""
"1758","ND","slope county",695,NA,"missing","","ND state auditor has a site to complie counties' acfrs. Many of them have not submitted","https://www.nd.gov/auditor/foster-county"
"1759","ND","billings county",933,NA,"missing","","can't find",""
"1760","ND","sheridan county",1267,123516,"","missing","2 year combine 2019 2020",""
"1761","ND","golden valley county",1720,NA,"missing","missing","can't find",""
"1762","ND","steele county",1787,123518,"","","uploaded files to portal",""
"1763","ND","oliver county",1869,123509,"","missing","",""
"1764","ND","logan county",1890,NA,"missing","missing","can't find",""
"1765","ND","towner county",2147,123519,"","missing","2 year combine 2019 2020",""
"1766","ND","adams county",2187,98039,"","missing","",""
"1767","ND","burke county",2208,123492,"","missing","",""
"1768","ND","divide county",2212,123494,"","","",""
"1769","ND","renville county",2273,123513,"","missing","",""
"1770","ND","grant county",2289,NA,"missing","missing","can't find",""
"1771","ND","griggs county",2297,NA,"missing","missing","can't find",""
"1772","ND","eddy county",2320,123495,"","missing","",""
"1773","ND","kidder county",2387,123501,"","missing","",""
"1774","ND","hettinger county",2467,NA,"missing","missing","can't find",""
"1775","ND","mcintosh county",2511,123504,"","missing","",""
"1776","ND","bowman county",2984,55613,"","missing","",""
"1777","ND","nelson county",2993,123508,"","missing","",""
"1778","ND","emmons county",3293,123496,"","missing","",""
"1779","ND","foster county",3388,NA,"missing","missing","can't find",""
"1780","ND","cavalier county",3694,36786,"","","",""
"1781","ND","sargent county",3836,NA,"missing","missing","can't find",""
"1782","ND","sioux county",3882,NA,"missing","missing","can't find",""
"1783","ND","pierce county",3968,108480,"","","",""
"1784","ND","wells county",3971,NA,"missing","missing","can't find",""
"1785","ND","dunn county",4100,54437,"","","",""
"1786","ND","lamoure county",4101,108447,"","","",""
"1787","ND","dickey county",4971,123493,"","","",""
"1788","ND","mchenry county",5311,NA,"missing","missing","can't find",""
"1789","ND","ransom county",5690,123512,"","missing","",""
"1790","ND","benson county",5931,123490,"","missing","only 2020",""
"1791","ND","bottineau county",6384,123491,"","missing","",""
"1792","ND","pembina county",6823,151056,"","missing","",""
"1793","ND","traill county",7988,123520,"","missing","",""
"1794","ND","mercer county",8348,123506,"","missing","",""
"1795","ND","mclean county",9756,123505,"","missing","",""
"1796","ND","mountrail county",9807,123507,"","missing","",""
"1797","ND","walsh county",10524,123521,"","","",""
"1798","ND","barnes county",10847,NA,"missing","missing","can't find",""
"1799","ND","ramsey county",11573,123511,"","","",""
"1800","ND","rolette county",12195,123514,"","","",""
"1801","ND","mckenzie county",14776,NA,"missing","","can't find",""
"1802","ND","richland county",16527,81820,"","","",""
"1803","ND","stutsman county",21556,98047,"","","",""
"1804","ND","morton county",33313,108465,"","","",""
"1805","ND","stark county",33828,81821,"","","",""
"1806","ND","williams county",41184,81827,"","","",""
"1807","ND","ward county",69923,81826,"","missing","",""
"1808","ND","grand forks county",73126,1035850,"","","",""
"1809","ND","burleigh county",98594,81801,"","","",""
"1810","ND","cass county",184874,81802,"","","",""
"1811","NE","mcpherson county",397,109295,"","","",""
"1812","NE","blaine county",431,108593,"","","",""
"1813","NE","arthur county",432,108588,"","","",""
"1814","NE","loup county",603,109266,"","","",""
"1815","NE","grant county",615,109168,"","","",""
"1816","NE","thomas county",670,109671,"","","",""
"1817","NE","banner county",677,108590,"","","",""
"1818","NE","hooker county",706,109205,"","","",""
"1819","NE","logan county",715,109256,"","","",""
"1820","NE","keya paha county",759,109229,"","","",""
"1821","NE","wheeler county",775,109733,"","","",""
"1822","NE","hayes county",853,109189,"","","",""
"1823","NE","sioux county",1144,109614,"","","",""
"1824","NE","rock county",1266,109456,"","","",""
"1825","NE","dundy county",1654,109074,"","","",""
"1826","NE","boyd county",1805,108598,"","","",""
"1827","NE","garfield county",1807,109146,"","","",""
"1828","NE","deuel county",1831,108802,"","","",""
"1829","NE","garden county",1886,109144,"","","",""
"1830","NE","gosper county",1895,109162,"","","",""
"1831","NE","greeley county",2175,109172,"","","",""
"1832","NE","frontier county",2504,109138,"","","",""
"1833","NE","pawnee county",2536,109409,"","","",""
"1834","NE","hitchcock county",2622,109201,"","","",""
"1835","NE","perkins county",2863,109416,"","","",""
"1836","NE","franklin county",2890,109127,"","","",""
"1837","NE","brown county",2902,1036432,"","","",""
"1838","NE","sherman county",2956,109610,"","","",""
"1839","NE","harlan county",3057,109183,"","","",""
"1840","NE","nance county",3390,109331,"","","",""
"1841","NE","webster county",3390,109721,"","","",""
"1842","NE","kimball county",3411,109232,"","","",""
"1843","NE","chase county",3887,108625,"","","",""
"1844","NE","valley county",4055,109693,"","","",""
"1845","NE","nuckolls county",4090,109368,"","","",""
"1846","NE","morrill county",4553,109324,"","","",""
"1847","NE","furnas county",4626,109141,"","","",""
"1848","NE","thayer county",5019,109668,"","","",""
"1849","NE","sheridan county",5104,109609,"","","",""
"1850","NE","polk county",5212,109433,"","","",""
"1851","NE","johnson county",5292,109222,"","","",""
"1852","NE","boone county",5359,108595,"","","",""
"1853","NE","cherry county",5454,108628,"","","",""
"1854","NE","fillmore county",5572,109120,"","","",""
"1855","NE","dixon county",5582,108947,"","","",""
"1856","NE","stanton county",5822,109642,"","","",""
"1857","NE","clay county",6105,108733,"","","",""
"1858","NE","antelope county",6278,65968,"","","",""
"1859","NE","howard county",6484,109208,"","","",""
"1860","NE","kearney county",6681,109225,"","","",""
"1861","NE","burt county",6721,108605,"","","",""
"1862","NE","thurston county",6752,109673,"","","",""
"1863","NE","nemaha county",7085,109339,"","","",""
"1864","NE","jefferson county",7259,109219,"","","",""
"1865","NE","pierce county",7340,109422,"","","",""
"1866","NE","merrick county",7655,109301,"","","",""
"1867","NE","richardson county",7860,109455,"","","",""
"1868","NE","dawes county",8150,108798,"","","",""
"1869","NE","keith county",8325,109227,"","","",""
"1870","NE","butler county",8345,108608,"","","",""
"1871","NE","cedar county",8372,108621,"","","",""
"1872","NE","knox county",8396,109237,"","","",""
"1873","NE","phelps county",8972,109419,"","","",""
"1874","NE","cuming county",9008,108759,"","","",""
"1875","NE","hamilton county",9404,109180,"","","",""
"1876","NE","cheyenne county",9486,98052,"","","",""
"1877","NE","wayne county",9694,109718,"","","",""
"1878","NE","holt county",10113,66038,"","","",""
"1879","NE","custer county",10493,108793,"","","",""
"1880","NE","colfax county",10557,108734,"","","",""
"1881","NE","red willow county",10686,109446,"","","",""
"1882","NE","box butte county",10826,108597,"","","",""
"1883","NE","york county",14103,109749,"","","",""
"1884","NE","saline county",14242,109460,"","","",""
"1885","NE","otoe county",15897,109389,"","","",""
"1886","NE","seward county",17614,81877,"","","",""
"1887","NE","washington county",20928,282469,"","","",""
"1888","NE","dakota county",21552,108796,"","","",""
"1889","NE","gage county",21653,109142,"","","",""
"1890","NE","saunders county",22372,107975,"","","",""
"1891","NE","dawson county",24086,108799,"","","",""
"1892","NE","cass county",26601,108613,"","","",""
"1893","NE","adams county",31177,108577,"","","",""
"1894","NE","platte county",34283,65567,"","","",""
"1895","NE","lincoln county",34534,81865,"","","",""
"1896","NE","madison county",35521,109279,"","","",""
"1897","NE","scotts bluff county",36036,1266387,"","","",""
"1898","NE","dodge county",37110,1036433,"","","",""
"1899","NE","buffalo county",50195,108603,"","","",""
"1900","NE","hall county",62760,35437,"","","",""
"1901","NE","sarpy county",191157,42656,"","","",""
"1902","NE","lancaster county",323144,35438,"","","",""
"1903","NE","douglas county",585386,35436,"","","",""
"1904","NH","coos county",31227,107985,"","","",""
"1905","NH","sullivan county",43069,64962,"","","",""
"1906","NH","carroll county",50235,121283,"","missing","",""
"1907","NH","belknap county",63775,NA,"missing","missing","uploaded files to portal","https://www.belknapcounty.gov/financial-reports/pages/audit-reports"
"1908","NH","cheshire county",76541,35547,"","","",""
"1909","NH","grafton county",91177,45062,"","","",""
"1910","NH","strafford county",131055,121285,"","","",""
"1911","NH","merrimack county",154022,90149,"","","",""
"1912","NH","rockingham county",314603,NA,"missing","missing","only 2020","https://rockinghamcountynh.org/about/documents/"
"1913","NH","hillsborough county",422883,81896,"","","",""
"1914","NJ","salem county",64842,NA,"missing","missing","audit report, not ACFRS","https://www.salemcountynj.gov/wp-content/uploads/2020/11/Salem-County-2019-Audit-min.pdf"
"1915","NJ","cape may county",95040,35615,"","","",""
"1916","NJ","warren county",109513,35638,"","","",""
"1917","NJ","hunterdon county",128786,35623,"","","",""
"1918","NJ","sussex county",143915,44261,"","","",""
"1919","NJ","cumberland county",153692,44161,"","","",""
"1920","NJ","atlantic county",274172,35607,"","","",""
"1921","NJ","gloucester county",302554,81981,"","","",""
"1922","NJ","somerset county",344725,35636,"","","",""
"1923","NJ","mercer county",386441,47140,"","missing","",""
"1924","NJ","burlington county",461648,43512,"","","",""
"1925","NJ","morris county",508384,44594,"","","",""
"1926","NJ","camden county",523074,43146,"","missing","",""
"1927","NJ","passaic county",523406,44971,"","","",""
"1928","NJ","union county",573617,40886,"","","audit report, not ACFRS","https://ucnj.org/finance/county-audits/"
"1929","NJ","ocean county",638422,35632,"","","",""
"1930","NJ","monmouth county",642771,46288,"","","",""
"1931","NJ","hudson county",721832,35620,"","","",""
"1932","NJ","essex county",859924,43829,"","","",""
"1933","NJ","middlesex county",861314,1036493,"","","",""
"1934","NJ","bergen county",953617,35609,"","","",""
"1935","NM","harding county",655,NA,"missing","missing","can't find",""
"1936","NM","de baca county",1683,NA,"missing","missing","only 2019",""
"1937","NM","catron county",3611,64971,"","","",""
"1938","NM","union county",4072,NA,"missing","missing","can't find",""
"1939","NM","hidalgo county",4166,121934,"","","",""
"1940","NM","mora county",4192,NA,"missing","","only mora city, can't find county","https://www.ci.mora.mn.us/finance/pages/comprehensive-annual-financial-report"
"1941","NM","guadalupe county",4440,NA,"missing","","can't find",""
"1942","NM","quay county",8712,121936,"","missing","",""
"1943","NM","sierra county",11563,121938,"","missing","",""
"1944","NM","colfax county",12353,121929,"","","",""
"1945","NM","torrance county",15054,NA,"missing","missing","only 2020",""
"1946","NM","socorro county",16558,65782,"","","",""
"1947","NM","roosevelt county",19157,NA,"missing","missing","can't find",""
"1948","NM","los alamos county",19415,82144,"","missing","",""
"1949","NM","lincoln county",20313,98087,"","","",""
"1950","NM","luna county",25447,46309,"","","",""
"1951","NM","cibola county",27102,121942,"","","",""
"1952","NM","san miguel county",27129,50139,"","","",""
"1953","NM","grant county",28203,43443,"","","",""
"1954","NM","taos county",34459,NA,"missing","","found tows of Taos","https://www.taosgov.com/Archive.aspx?AMID=37"
"1955","NM","rio arriba county",40269,35913,"","","",""
"1956","NM","curry county",48370,NA,"missing","missing","only 2019","https://reports.saonm.org/audit_reports"
"1957","NM","eddy county",62329,35910,"","","",""
"1958","NM","chaves county",65148,NA,"missing","","only 2020","https://www.chavescounty.gov/your-county/departments/finance-department/budget"
"1959","NM","otero county",67873,65177,"","","",""
"1960","NM","mckinley county",72578,65471,"","","",""
"1961","NM","lea county",74635,35911,"","","",""
"1962","NM","valencia county",76369,47634,"","","",""
"1963","NM","san juan county",121368,35915,"","","",""
"1964","NM","sandoval county",149276,35914,"","","",""
"1965","NM","santa fe county",155041,35916,"","","",""
"1966","NM","doña ana county",220047,35909,"","","",""
"1967","NM","bernalillo county",676803,35908,"","","",""
"1968","NV","esmeralda county",732,48209,"","","",""
"1969","NV","eureka county",1853,121277,"","","uploaded files to portal",""
"1970","NV","storey county",4106,35515,"","","",""
"1971","NV","lincoln county",4448,35510,"","","",""
"1972","NV","mineral county",4557,35512,"","","",""
"1973","NV","lander county",5726,65143,"","","",""
"1974","NV","pershing county",6622,35514,"","","",""
"1975","NV","white pine county",9051,35517,"","","",""
"1976","NV","humboldt county",17276,35509,"","","",""
"1977","NV","churchill county",25568,35505,"","","",""
"1978","NV","douglas county",49522,35507,"","","",""
"1979","NV","nye county",51960,35513,"","","",""
"1980","NV","elko county",53670,35508,"","","",""
"1981","NV","carson city",58683,NA,"missing","missing","",""
"1982","NV","lyon county",59466,35511,"","","",""
"1983","NV","washoe county",487674,35516,"","","",""
"1984","NV","clark county",2274734,82176,"","","",""
"1985","NY","hamilton county",5073,90259,"","","",""
"1986","NY","schuyler county",17863,43189,"","","",""
"1987","NY","yates county",24720,36019,"","","",""
"1988","NY","lewis county",26551,46082,"","","",""
"1989","NY","schoharie county",29752,36004,"","","",""
"1990","NY","seneca county",33747,36005,"","","",""
"1991","NY","essex county",37326,42937,"","","",""
"1992","NY","orleans county",40225,45596,"","","can't find",""
"1993","NY","wyoming county",40427,36017,"","","",""
"1994","NY","delaware county",44221,35981,"","","",""
"1995","NY","cortland county",46750,35980,"","","",""
