"","state.abb","name","population","id","missing_2020","missing_2021","Notes","source"
"809","SD","kingsbury county",5203,1266363,"","missing","2 years combined 2019 2020",""
"810","SD","dewey county",5224,NA,"missing","","2 years combined 2021 2020",""
"811","SD","brule county",5253,NA,"missing","","2 years combined 2021 2020",""
"812","SD","walworth county",5286,NA,"missing","missing","2 years combined 2018 2019",""
"813","SD","day county",5442,1266357,"","missing","2 years combined 2019 2020",""
"814","SD","tripp county",5603,1266340,"","missing","2 years combined 2019 2020",""
"815","SD","mccook county",5673,1266335,"","missing","2 years combined 2019 2020",""
"816","SD","hamlin county",6157,NA,"missing","missing","2 years combined 2018 2019",""
"817","SD","moody county",6343,NA,"missing","","2 years combined 2021 2020",""
"818","SD","spink county",6347,1266338,"","missing","2 years combined 2019 2020",""
"819","SD","fall river county",6972,NA,"missing","missing","2 years combined 2018 2019",""
"820","SD","bon homme county",6973,128247,"","missing","",""
"821","SD","hutchinson county",7421,128273,"","missing","",""
"822","SD","grant county",7532,1266360,"","missing","2 years combined 2019 2020",""
"823","SD","custer county",8334,NA,"missing","missing","2 years combined 2018 2019",""
"824","SD","turner county",8672,NA,"missing","","2 years combined 2021 2020",""
"825","SD","todd county",9317,1266339,"","missing","2 years combined 2019 2020",""
"826","SD","charles mix county",9356,128253,"","missing","",""
"827","SD","roberts county",10250,1266337,"","missing","2 years combined 2019 2020",""
"828","SD","butte county",10286,128251,"","missing","",""
"829","SD","lake county",11008,NA,"missing","","2 years combined 2021 2020",""
"830","SD","oglala lakota county",13645,NA,"missing","missing","2 years combined 2021 2020",""
"831","SD","clay county",14996,NA,"missing","","2 years combined 2021 2020",""
"832","SD","union county",16853,128300,"","missing","",""
"833","SD","hughes county",17745,128272,"","missing","",""
"834","SD","beadle county",19165,128245,"","missing","",""
"835","SD","davison county",19962,128258,"","missing","",""
"836","SD","yankton county",23282,NA,"missing","missing","2 years combined 2018 2019","https://www.cityofyankton.org/home/showpublisheddocument/10575/637986564890130000"
"837","SD","lawrence county",25838,128280,"","missing","",""
"838","SD","codington county",28350,128256,"","missing","",""
"839","SD","meade county",29900,128285,"","missing","",""
"840","SD","brookings county",34350,128248,"","missing","",""
"841","SD","brown county",38222,98509,"","missing","",""
"842","SD","lincoln county",65650,87739,"","missing","",""
"843","SD","pennington county",109563,38384,"","missing","",""
"844","TN","moore county",6471,NA,"missing","missing","already in portal",""
"845","TN","hancock county",6625,197449,"","missing","",""
"846","TN","trousdale county",11638,NA,"missing","missing","already in portal",""
"847","TN","bledsoe county",14954,197411,"","missing","",""
"848","TN","davidson county",716058,NA,"missing","missing","already in portal",""
"849","TX","loving county",65,NA,"missing","missing","only 2019, 2020","https://www.co.loving.tx.us/page/loving.audits"
"850","TX","king county",266,NA,"missing","missing","pnlu 2019, 2021",""
"851","TX","kenedy county",351,NA,"missing","missing","can't find",""
"852","TX","mcmullen county",598,NA,"missing","missing","only 2020","https://mcmullencounty.org/audits/"
"853","TX","borden county",641,NA,"missing","missing","only 2019, no statement of net position","https://www.co.borden.tx.us/upload/page/1383/Borden%20County%202019%20Financial%20Audit%20072220.pdf"
"854","TX","terrell county",750,NA,"missing","missing","can't find",""
"855","TX","kent county",761,NA,"missing","missing","can't find",""
"856","TX","roberts county",822,NA,"missing","missing","uploaded files to portal","https://www.co.roberts.tx.us/page/roberts.Financial.Transparency"
"857","TX","motley county",1063,NA,"missing","missing","can't find",""
"858","TX","foard county",1085,NA,"missing","missing","can't find",""
"859","TX","glasscock county",1117,NA,"missing","missing","uploaded files to portal","https://www.co.glasscock.tx.us/page/glasscock.Financial.Reports"
"860","TX","stonewall county",1245,NA,"missing","missing","can't find",""
"861","TX","cottle county",1364,NA,"missing","missing","uploaded files to portal","https://www.co.cottle.tx.us/page/cottle.Audit"
"862","TX","sterling county",1381,129438,"","missing","",""
"863","TX","briscoe county",1419,NA,"missing","missing","can't find",""
"864","TX","edwards county",1424,NA,"missing","missing","can't find",""
"865","TX","throckmorton county",1453,NA,"missing","","can't find",""
"866","TX","irion county",1511,129393,"","missing","",""
"867","TX","dickens county",1758,129374,"","missing","",""
"868","TX","oldham county",1764,NA,"missing","missing","no statement of net position","https://www.co.oldham.tx.us/upload/page/10916/2021_audit.pdf"
"869","TX","armstrong county",1849,NA,"missing","missing","uploaded files to portal","https://www.co.armstrong.tx.us/page/armstrong.AUDIT"
"870","TX","menard county",1961,129414,"","missing","",""
"871","TX","jeff davis county",1986,NA,"missing","missing","can't find",""
"872","TX","culberson county",2185,NA,"missing","missing","only till 2015","https://www.co.culberson.tx.us/page/culberson.FinancialAudits"
"873","TX","schleicher county",2445,NA,"missing","missing","can't find",""
"874","TX","cochran county",2557,NA,"missing","missing","uploaded files to portal","https://www.co.cochran.tx.us/page/cochran.AuditedFinancial"
"875","TX","collingsworth county",2638,NA,"missing","missing","only till 2017","https://www.co.collingsworth.tx.us/page/collingsworth.Treasurer.Reports"
"876","TX","real county",2743,129427,"","missing","",""
"877","TX","sherman county",2787,NA,"missing","missing","only 2019, 2020","https://www.co.sherman.tx.us/page/sherman.Audit.Reports"
"878","TX","hall county",2797,NA,"missing","missing","can't find",""
"879","TX","lipscomb county",3036,NA,"missing","missing","uploaded files to portal","https://www.co.lipscomb.tx.us/page/lipscomb.Financial.Reports"
"880","TX","crockett county",3094,NA,"missing","missing","uploaded files to portal","https://www.co.crockett.tx.us/page/crockett.Audit"
"881","TX","hudspeth county",3203,NA,"missing","missing","only 2019","https://www.co.hudspeth.tx.us/page/hudspeth.Budget"
"882","TX","donley county",3279,NA,"missing","missing","can't find",""
"883","TX","coke county",3295,129363,"","missing","",""
"884","TX","upton county",3301,NA,"missing","missing","can't find",""
"885","TX","concho county",3303,NA,"missing","missing","uploaded files to portal","https://www.co.concho.tx.us/page/concho.Treasurer.Reports"
"886","TX","knox county",3346,NA,"missing","missing","can't find",""
"887","TX","sutton county",3355,129440,"","missing","",""
"888","TX","hemphill county",3363,NA,"missing","missing","uploaded files to portal","https://www.co.hemphill.tx.us/page/hemphill.AnnualFinancialAudit"
"889","TX","reagan county",3378,129426,"","missing","",""
"890","TX","baylor county",3461,NA,"missing","missing","can't find",""
"891","TX","hardeman county",3559,129388,"","missing","",""
"892","TX","fisher county",3676,NA,"missing","","uploaded files to portal","https://www.fishercounty.org/page/fisher.Financial.Audit"
"893","TX","mason county",3968,NA,"missing","missing","can't find",""
"894","TX","kimble county",4291,NA,"missing","missing","can't find",""
"895","TX","wheeler county",4976,NA,"missing","missing","uploaded files to portal","https://www.co.wheeler.tx.us/page/County%20Audits"
"896","TX","crosby county",5093,NA,"missing","missing","can't find",""
"897","TX","delta county",5222,NA,"missing","missing","can't find",""
"898","TX","martin county",5252,NA,"missing","missing","can't find",""
"899","TX","hansford county",5260,NA,"missing","missing","can't find",""
"900","TX","hartley county",5349,129389,"","missing","",""
"901","TX","floyd county",5368,NA,"missing","missing","can't find",""
"902","TX","haskell county",5432,NA,"missing","missing","can't find",""
"903","TX","lynn county",5610,NA,"missing","missing","only 2019",""
"904","TX","san saba county",5722,129432,"","missing","",""
"905","TX","carson county",5791,NA,"missing","missing","uploaded files to portal","https://www.co.carson.tx.us/page/carson.Budgets"
"906","TX","garza county",5817,NA,"missing","missing","only 2021, 2022","https://www.garzacounty.net/page/ct.audits"
"907","TX","presidio county",6109,NA,"missing","missing","can't find",""
"908","TX","childress county",6662,129361,"","missing","",""
"909","TX","la salle county",6664,129402,"","missing","",""
"910","TX","goliad county",7021,NA,"missing","missing","only 2021","https://www.co.goliad.tx.us/page/goliad.External%20Audit%20Reports"
"911","TX","brooks county",7057,NA,"missing","missing","only 2018","https://www.co.brooks.tx.us/page/brooks.Audit"
"912","TX","dallam county",7126,NA,"missing","missing","can't find",""
"913","TX","castro county",7336,129360,"","missing","",""
"914","TX","yoakum county",7675,NA,"missing","missing","uploaded files to portal","https://www.co.yoakum.tx.us/page/yoakum.AuditedFinancailStatement"
"915","TX","coleman county",7686,NA,"missing","missing","only 2019","https://www.co.coleman.tx.us/page/coleman.Treasurer.Reports"
"916","TX","winkler county",7750,129445,"","missing","",""
"917","TX","san augustine county",7923,NA,"missing","missing","can't find",""
"918","TX","hamilton county",8247,NA,"missing","missing","only 2020","https://www.co.hamilton.tx.us/page/hamilton.cafr"
"919","TX","jack county",8486,NA,"missing","missing","can't find",""
"920","TX","mitchell county",9014,129416,"","missing","",""
"921","TX","stephens county",9098,NA,"missing","","only 2020","https://www.co.stephens.tx.us/page/stephens.Annual.Financials"
"922","TX","somervell county",9204,NA,"missing","missing","only available till 2018","http://www.somervell.co/wp-content/uploads/2021/01/2018-Audit-Report.pdf"
"923","TX","brewster county",9553,NA,"missing","missing","only available till 2018","http://www.brewstercountytx.com/financial-transparency/audit/"
"924","TX","zavala county",9662,NA,"missing","missing","can't find",""
"925","TX","marion county",9751,129411,"","missing","",""
"926","TX","parmer county",9854,NA,"missing","","can't find",""
"927","TX","runnels county",9919,129430,"","missing","",""
"928","TX","clay county",10250,98536,"","missing","only 2020",""
"929","TX","franklin county",10371,88175,"","missing","",""
"930","TX","live oak county",11349,129405,"","missing","only 2020",""
"931","TX","red river county",11560,NA,"missing","missing","can't find",""
"932","TX","ward county",11680,88492,"","missing","",""
"933","TX","terry county",11794,NA,"missing","missing","only 2019",""
"934","TX","newton county",12157,52478,"","missing","",""
"935","TX","rains county",12178,NA,"missing","missing","can't find",""
"936","TX","dawson county",12473,88139,"","missing","",""
"937","TX","wilbarger county",12844,88503,"","missing","only 2020",""
"938","TX","lamb county",13005,NA,"missing","missing","only 2019",""
"939","TX","madison county",13464,129410,"","missing","",""
"940","TX","comanche county",13628,98540,"","missing","",""
"941","TX","trinity county",13632,88483,"","missing","",""
"942","TX","callahan county",13744,NA,"missing","missing","only 2021",""
"943","TX","karnes county",14763,1266312,"","missing","",""
"944","TX","reeves county",14763,NA,"missing","missing","can't find",""
"945","TX","jackson county",14992,88319,"","missing","",""
"946","TX","pecos county",15185,88403,"","missing","only 2020",""
"947","TX","leon county",15731,88353,"","missing","",""
"948","TX","robertson county",16771,NA,"missing","missing","can't find",""
"949","TX","scurry county",16937,88444,"","missing","",""
"950","TX","lee county",17502,88351,"","missing","",""
"951","TX","bosque county",18245,88087,"","missing","only 2020",""
"952","TX","frio county",18409,88179,"","missing","",""
"953","TX","deaf smith county",18526,129372,"","missing","",""
"954","TX","andrews county",18617,88054,"","missing","",""
"955","TX","freestone county",19445,88178,"","missing","",""
"956","TX","gonzales county",19679,88188,"","missing","",""
"957","TX","dewitt county",19835,88142,"","missing","",""
"958","TX","lavaca county",20348,88348,"","missing","",""
"959","TX","hutchinson county",20568,88316,"","missing","",""
"960","TX","gray county",21198,NA,"missing","missing","can't find",""
"961","TX","moore county",21264,NA,"missing","missing","can't find",""
"962","TX","gaines county",21699,88182,"","missing","",""
"963","TX","lampasas county",21707,NA,"missing","missing","uploaded files to portal",""
"964","TX","limestone county",22139,NA,"missing","missing","can't find",""
"965","TX","panola county",22492,88398,"","missing","",""
"966","TX","shelby county",23927,55081,"","missing","",""
"967","TX","san jacinto county",27531,52922,"","missing","",""
"968","TX","cass county",28436,109838,"","missing","",""
"969","TX","howard county",34812,88313,"","missing","",""
"970","TX","hopkins county",36824,98544,"","missing","",""
"971","TX","brown county",38048,88094,"","missing","",""
"972","TX","wharton county",41564,56364,"","missing","",""
"973","TX","erath county",42716,NA,"missing","missing","can't find",""
"974","TX","wood county",45041,88510,"","missing","",""
"975","TX","cherokee county",50488,NA,"missing","missing","uploaded files to portal","https://www.co.cherokee.tx.us/ips/cms/Financial_Reports/AnnualFinancials/index.html"
"976","TX","hardin county",56344,NA,"missing","missing","uploaded files to portal","https://www.co.hardin.tx.us/page/hardin.Audit.Reports"
"977","TX","van zandt county",59749,88489,"","missing","",""
"978","TX","harrison county",68798,88203,"","missing","",""
"979","TX","henderson county",82394,88208,"","missing","",""
"980","TX","liberty county",92465,38635,"","missing","",""
"981","TX","comal county",163640,88123,"","missing","",""
"982","UT","daggett county",952,102833,"","missing","",""
"983","UT","piute county",1433,102905,"","missing","can't find",""
"984","UT","rich county",2500,102910,"","missing","",""
"985","UT","wayne county",2508,51803,"","missing","",""
"986","UT","beaver county",7087,102814,"","missing","",""
"987","UT","kane county",7688,NA,"missing","missing","can't find",""
"988","VA","norton city",3680,NA,"missing","missing","",""
"989","VA","emporia city",5709,NA,"missing","missing","",""
"990","VA","covington city",5742,NA,"missing","missing","",""
"991","VA","surry county",6551,NA,"missing","missing","",""
"992","VA","buena vista city",6621,NA,"missing","missing","",""
"993","VA","galax city",6714,NA,"missing","missing","",""
"994","VA","lexington city",7321,NA,"missing","missing","",""
"995","VA","franklin city",8149,NA,"missing","missing","",""
"996","VA","poquoson city",12472,NA,"missing","missing","",""
"997","VA","martinsville city",13479,NA,"missing","missing","",""
"998","VA","madison county",13860,NA,"missing","missing","",""
"999","VA","falls church city",14677,NA,"missing","missing","",""
"1000","VA","williamsburg city",15468,NA,"missing","missing","",""
"1001","VA","floyd county",15469,NA,"missing","missing","",""
"1002","VA","radford city",16119,NA,"missing","missing","",""
"1003","VA","appomattox county",16154,NA,"missing","missing","",""
"1004","VA","manassas park city",17161,NA,"missing","missing","",""
"1005","VA","bristol city",17295,NA,"missing","missing","",""
"1006","VA","colonial heights city",18187,NA,"missing","missing","",""
"1007","VA","buchanan county",20249,NA,"missing","missing","",""
"1008","VA","waynesboro city",22276,NA,"missing","missing","",""
"1009","VA","hopewell city",23010,NA,"missing","missing","",""
"1010","VA","fairfax city",24175,NA,"missing","missing","",""
"1011","VA","salem city",25399,NA,"missing","missing","",""
"1012","VA","staunton city",25811,NA,"missing","missing","",""
"1013","VA","fredericksburg city",27995,NA,"missing","missing","",""
"1014","VA","winchester city",28009,NA,"missing","missing","",""
"1015","VA","amherst county",31309,NA,"missing","missing","",""
"1016","VA","petersburg city",33388,NA,"missing","missing","",""
"1017","VA","halifax county",33920,NA,"missing","missing","",""
"1018","VA","louisa county",37798,NA,"missing","missing","",""
"1019","VA","danville city",42577,NA,"missing","missing","",""
"1020","VA","manassas city",42692,NA,"missing","missing","",""
"1021","VA","shenandoah county",44263,NA,"missing","missing","",""
"1022","VA","charlottesville city",46465,NA,"missing","missing","",""
"1023","VA","harrisonburg city",51706,NA,"missing","missing","",""
"1024","VA","washington county",53889,NA,"missing","missing","",""
"1025","VA","lynchburg city",78973,NA,"missing","missing","",""
"1026","VA","suffolk city",94697,NA,"missing","missing","",""
"1027","VA","portsmouth city",97954,NA,"missing","missing","",""
"1028","VA","roanoke city",99883,NA,"missing","missing","",""
"1029","VA","hampton city",137276,NA,"missing","missing","",""
"1030","VA","alexandria city",159125,NA,"missing","missing","",""
"1031","VA","newport news city",186033,NA,"missing","missing","",""
"1032","VA","richmond city",227008,NA,"missing","missing","",""
"1033","VA","norfolk city",237738,NA,"missing","missing","",""
"1034","VA","chesapeake city",249803,NA,"missing","missing","",""
"1035","VA","virginia beach city",459646,NA,"missing","missing","",""
"1036","VT","essex county",5918,NA,"missing","missing","the county governments perform very limited functions—chiefly maintaining the courthouse and county jail. The principal administrative officers of the county are two assistant or ‘‘side’’ judges.","https://www2.census.gov/govs/cog/gc0212vt.pdf"
"1037","VT","grand isle county",7276,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1038","VT","lamoille county",25917,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1039","VT","orleans county",27404,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1040","VT","orange county",29299,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1041","VT","caledonia county",30183,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1042","VT","bennington county",37300,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1043","VT","addison county",37343,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1044","VT","windham county",45850,NA,"missing","missing","has Sheriff's Department Financial Statements …",""
"1045","VT","franklin county",50040,NA,"missing","missing","can't find",""
"1046","VT","windsor county",57744,NA,"missing","missing","can't find",""
"1047","VT","washington county",59756,NA,"missing","missing","can't find",""
"1048","VT","rutland county",60477,NA,"missing","missing","can't find","https://www.rutlandcity.org/wp-content/uploads/2023/04/City-of-Rutland-Vermont-2022-Single-Audit.pdf"
"1049","VT","chittenden county",168386,NA,"missing","missing","can't find",""
"1050","WA","pend oreille county",13506,45279,"","missing","",""
"1051","WA","klickitat county",22816,39743,"","missing","",""
"1052","WA","chelan county",79228,42851,"","missing","",""
"1053","WA","grant county",99427,39531,"","missing","",""
"1054","WA","benton county",207413,43337,"","missing","",""
"1055","WI","st croix county",93874,NA,"missing","missing","",""
"1056","WV","wirt county",5186,NA,"missing","missing","No spending in this data. Portal is not useful. Looks like following GAAP but don't know for sure.","https://westvirginiadoe.opengov.com/transparency#/43701/accountType=expenses&embed=n&breakdown=cd1e8038-dc23-454d-a986-988728ff63bf&currentYearAmount=cumulative&currentYearPeriod=years&graph=pie&legendSort=desc&proration=true&saved_view=null&selection=DD6830A217C4701CF0C4BD82A2173126&projections=null&projectionType=null&highlighting=null&highlightingVariance=null&year=2022&selectedDataSetIndex=3&fiscal_start=earliest&fiscal_end=latest"
"1057","WV","pendleton county",6132,NA,"missing","missing","can't find",""
"1058","WV","calhoun county",6199,NA,"missing","missing","can't find",""
"1059","WV","tucker county",6753,NA,"missing","","can't find",""
"1060","WV","gilmer county",7397,NA,"missing","missing","can't find",""
"1061","WV","pleasants county",7652,NA,"missing","missing","can't find",""
"1062","WV","doddridge county",7787,NA,"missing","missing","can't find",""
"1063","WV","clay county",8007,NA,"missing","missing","can't find",""
"1064","WV","tyler county",8296,NA,"missing","missing","can't find",""
"1065","WV","webster county",8356,NA,"missing","","can't find",""
"1066","WV","ritchie county",8426,NA,"missing","missing","can't find",""
"1067","WV","grant county",10988,NA,"missing","","can't find",""
"1068","WV","monroe county",12380,NA,"missing","missing","can't find",""
"1069","WV","braxton county",12397,NA,"missing","missing","can't find",""
"1070","WV","roane county",13986,NA,"missing","","can't find",""
"1071","WV","hardy county",14241,NA,"missing","","can't find",""
"1072","WV","wetzel county",14392,NA,"missing","missing","can't find",""
"1073","WV","barbour county",15463,NA,"missing","missing","can't find",""
"1074","WV","taylor county",16684,NA,"missing","missing","can't find",""
"1075","WV","lewis county",17016,NA,"missing","","can't find",""
"1076","WV","morgan county",17087,NA,"missing","","can't find",""
"1077","WV","mcdowell county",18921,NA,"missing","","can't find",""
"1078","WV","lincoln county",20363,NA,"missing","","can't find",""
"1079","WV","boone county",21739,NA,"missing","","can't find",""
"1080","WV","brooke county",22472,NA,"missing","","can't find",""
"1081","WV","hampshire county",23097,NA,"missing","","can't find",""
"1082","WV","mingo county",23487,NA,"missing","","can't find",""
"1083","WV","mason county",25398,NA,"missing","","can't find",""
"1084","WV","mineral county",26890,NA,"missing","","can't find",""
"1085","WV","marshall county",30497,NA,"missing","missing","can't find",""
"1086","WV","logan county",32510,65538,"","missing","",""
"1087","WV","preston county",34187,NA,"missing","","can't find",""
"1088","WV","harrison county",65839,NA,"missing","missing","can't find",""
"1089","WV","raleigh county",74386,NA,"missing","","financial report, not Acfrs","https://raleighcounty.org/rcc-documents-and-forms/"
"1090","WV","cabell county",94234,NA,"missing","","can't find",""
"1091","WV","monongalia county",105905,NA,"missing","","financial report, not Acfrs","https://www.monongaliacounty.gov/moncpc/about/annual_reports.php"
"1092","WY","niobrara county",2452,NA,"missing","missing","uploaded files to portal",""
"1093","WY","hot springs county",4618,NA,"missing","","uploaded files to portal",""
"1094","WY","platte county",8632,NA,"missing","","uploaded files to portal","https://www.plattecountywyoming.com/BudgetAudit"
"1095","WY","goshen county",12514,NA,"missing","","can't find",""
