"","state.abb","state.name","geo_id","year","name","total_liabilities","net_pension_liability","net_opeb_liability","current_liabilities","net_pension_assets","net_opeb_assets","expenses","revenues","population","urban_pop","pct_urban_pop","median_hh_income_21"
"6157","CO","Colorado","08039",2022,"elbert county",24061599,0,0,4779151,0,0,38120096,46633079,26049,0,0,114853
"6158","MI","Michigan","26029",2022,"charlevoix county",23514651,16966118,1641605,4617346,0,0,21281233,26861041,26051,7868,0.30198817839871,64604
"6159","OR","Oregon","41061",2022,"union county",13850318,0,358136,4206683,0,0,29051212,31232520,26197,14954,0.570850511528478,53294
"6160","GA","Georgia","13131",2022,"grady county",29218553,1465936,0,3381814,0,0,20750436,30303983,26237,10346,0.394343649946638,42171
"6161","IN","Indiana","18031",2022,"decatur county",0,0,0,0,0,0,0,0,26471,12529,0.473292535509217,64871
"6162","NY","New York","36049",2022,"lewis county",266808453,0,173306921,34301820,14705738,0,166427329,169004615,26580,0,0,59978
"6163","NC","North Carolina","37009",2022,"ashe county",40700443,3075012,10442167,7107625,62398,0,43702179,50449654,26581,0,0,45551
"6164","NE","Nebraska","31025",2022,"cass county",0,0,0,0,0,0,28485513,25879104,26598,6655,0.250206782464847,77771
"6165","MI","Michigan","26127",2022,"oceana county",11916065,4342126,366349,5220552,0,0,16381587,18526237,26658,0,0,56533
"6166","OR","Oregon","41065",2022,"wasco county",7634322,5164128,763819,1509456,0,0,26305539,31602232,26663,17398,0.652343457067867,59638
"6167","OH","Ohio","39019",2022,"carroll county",19471201,8689293,0,3762649,0,2854714,29933333,42635768,26714,0,0,56287
"6168","IA","Iowa","19015",2022,"boone county",15738006,0,454971,5644797,1445729,0,24204791,28127207,26715,12511,0.468313681452368,69888
"6169","WI","Wisconsin","55057",2022,"juneau county",36263735,0,2381042,9330343,7529569,0,38997462,47982173,26721,0,0,57000
"6170","VA","Virginia","51099",2022,"king george county",126864375,0,709740,13299251,1180391,0,66459228,80550044,26722,0,0,98668
"6171","TX","Texas","48171",2022,"gillespie county",15624397,0,0,3827072,5651224,0,22544680,34991551,26722,11641,0.435584658559401,71594
"6172","GA","Georgia","13257",2022,"stephens county",15358379,0,0,2531464,0,0,24311094,25335121,26787,11807,0.440822879330944,47909
"6173","GA","Georgia","13085",2022,"dawson county",11860963,1594316,0,5652096,0,0,46835199,57483573,26796,8200,0.305992984551086,76903
"6174","LA","Louisiana","22031",2022,"de soto parish",14136024,0,3221346,5880522,2801628,0,32861801,43260453,26809,5602,0.208936297180367,48007
"6175","TN","Tennessee","47071",2022,"hardin county",39407826,0,262391,3953419,5079781,0,23558762,28791243,26829,8828,0.329022399463307,50309
"6176","KY","Kentucky","21095",2022,"harlan county",0,0,0,0,0,0,0,0,26833,6147,0.229100667138757,31116
"6177","KY","Kentucky","21239",2022,"woodford county",0,0,0,0,0,0,0,0,26874,16863,0.627553868482751,76942
"6178","WV","West Virginia","54057",2022,"mineral county",5115499,0,0,4178756,1502918,24002,8541752,10968076,26938,8290,0.307743707773406,54960
"6179","IL","Illinois","17075",2022,"iroquois county",4679887,0,0,3906528,11430874,0,15415446,19144265,27079,4671,0.172508032647635,60736
"6180","NM","New Mexico","35006",2022,"cibola county",29342510,4819627,2456575,3614096,0,0,20012556,25216213,27172,9972,0.366995436478728,42862
"6181","SC","South Carolina","45087",2022,"union county",33275742,15552421,2367200,7322794,0,0,26058304,35043491,27240,9729,0.357106151813243,43615
"6182","VA","Virginia","51065",2022,"fluvanna county",103168216,0,444741,7548879,1653958,213583,52003604,59489080,27247,9825,0.360563690410657,77226
"6183","TN","Tennessee","47185",2022,"white county",28428325,0,221155,2799542,1866187,0,19738614,26841949,27356,5691,0.208072830975101,45239
"6184","OR","Oregon","41057",2022,"tillamook county",44535392,10624715,13863986,8162677,0,0,56639058,68572326,27393,10776,0.393428258488499,56158
"6185","OH","Ohio","39001",2022,"adams county",0,7706470,0,0,118899,2662236,38668233,42784769,27474,0,0,47001
"6186","IN","Indiana","18079",2022,"jennings county",0,0,0,0,0,0,76941967,79643916,27614,6936,0.251186035562959,61964
"6187","OH","Ohio","39069",2022,"henry county",16257134,5860080,0,4955311,153548,2055430,29587641,37068100,27662,8868,0.320584194924445,69634
"6188","CA","California","06015",2022,"del norte county",147914033,32302275,99088932,7202727,0,0,75835067,139636925,27745,15620,0.563024907183794,48108
"6189","WV","West Virginia","54035",2022,"jackson county",5271818,0,0,2335956,2766115,36786,13986373,16287323,27792,0,0,58606
"6190","TN","Tennessee","47077",2022,"henderson county",21369650,0,195149,5553331,1826959,0,17305144,18897293,27841,6357,0.228324114646936,53282
"6191","WV","West Virginia","54083",2022,"randolph county",7587228,0,0,3592741,1551221,25828,11939109,14934159,27934,11109,0.397715881426321,44451
"6192","VA","Virginia","51053",2022,"dinwiddie county",71135701,0,1385847,7988029,4173567,0,51340881,61039865,27940,7919,0.283357784377572,66397
"6193","IL","Illinois","17107",2022,"logan county",18351616,0,612751,6594466,6976865,0,13896113,23416962,27986,13990,0.499874941937328,58939
"6194","GA","Georgia","13225",2022,"peach county",44649354,3771587,0,11153559,0,0,40006773,35948033,27989,16777,0.599585432972374,54921
"6195","GA","Georgia","13311",2022,"white county",7708217,0,0,2692401,0,0,31091463,41615912,28000,0,0,61473
"6196","NC","North Carolina","37053",2022,"currituck county",80556300,7826074,32734842,7760524,100238,0,94859475,122628324,28103,1157,0.0411743772241993,82759
"6197","IN","Indiana","18175",2022,"washington county",0,0,0,0,0,0,0,0,28176,6617,0.234795259385423,57348
"6198","IN","Indiana","18179",2022,"wells county",0,0,0,0,0,0,84881950,79927838,28187,10346,0.367139815471966,66102
"6199","NM","New Mexico","35017",2022,"grant county",29929937,9630200,4871034,1043200,0,0,28940617,37079988,28190,16792,0.595777896043995,46503
"6200","VA","Virginia","51197",2022,"wythe county",94082186,274788,1348685,5858127,0,0,60654958,52510881,28285,7154,0.252880876634853,51206
"6201","IL","Illinois","17135",2022,"montgomery county",46487,0,0,46487,0,0,19454397,25154760,28287,13230,0.467689479638009,59116
"6202","FL","Florida","12007",2022,"bradford county",26083321,21773830,0,3389276,0,0,33516550,40982805,28306,8279,0.292513161148995,54911
"6203","GA","Georgia","13169",2022,"jones county",40033335,2382771,0,7346493,0,0,25700827,29955881,28351,4702,0.165872931879917,61509
"6204","WI","Wisconsin","55069",2022,"lincoln county",37496706,0,2417459,9306915,7736494,0,35567734,37529424,28421,9519,0.334999120183002,62064
"6205","TN","Tennessee","47017",2022,"carroll county",0,0,0,0,0,0,0,0,28434,5090,0.178973277074543,45997
"6206","UT","Utah","49039",2022,"sanpete county",11686548,0,0,451359,2040442,0,16925422,25200271,28435,5049,0.177550374512079,62098
"6207","TX","Texas","48067",2022,"cass county",4427268,0,0,800384,2545052,0,13501231,17341666,28445,5531,0.19438391790258,42896
"6208","MN","Minnesota","27079",2022,"le sueur county",74710613,21974112,0,5068002,0,0,47864329,64276780,28672,4079,0.142254307037735,82936
"6209","MD","Maryland","24023",2022,"garrett county",78590160,16992705,12063311,10948681,0,0,106203934,132472298,28804,4548,0.157883774213705,55107
"6210","SC","South Carolina","45053",2022,"jasper county",70606586,20865392,19255261,4866003,0,0,39661567,51834782,28806,3124,0.108506130387968,54099
"6211","TN","Tennessee","47115",2022,"marion county",47581484,0,333506,4384963,3086397,0,46140086,25969301,28835,2496,0.0865554669348407,51898
"6212","MN","Minnesota","27115",2022,"pine county",65499086,28304713,3438186,7879780,0,0,50951375,51729812,28883,0,0,62206
"6213","MI","Michigan","26007",2022,"alpena county",32568348,11457209,0,5283636,0,0,19746776,21848990,28909,15425,0.533607776663092,50848
"6214","CA","California","06021",2022,"glenn county",213870339,63949623,98835421,20873307,0,0,117326032,111956088,28915,17000,0.587889476778366,56741
"6215","KS","Kansas","20051",2022,"ellis county",0,14208058,0,0,0,0,37399420,39299403,28932,21880,0.756203774106587,58846
"6216","OH","Ohio","39047",2022,"fayette county",0,8688359,0,0,52328,3515644,43816074,47810439,28947,15029,0.519118510586854,58020
"6217","IN","Indiana","18137",2022,"ripley county",0,0,0,0,0,0,76790300,82058980,28984,5403,0.186342472840145,65893
"6218","MI","Michigan","26105",2022,"mason county",26977530,23327347,0,2087913,0,1616112,33651211,43958187,29063,11883,0.409025196199917,55536
"6219","WV","West Virginia","54029",2022,"hancock county",3332780,0,0,2775840,1746093,24695,11279983,14499601,29095,19517,0.670802543392335,52301
"6220","CO","Colorado","08087",2022,"morgan county",11169596,0,0,9203632,0,0,41613956,36980241,29106,19041,0.654082649170417,61849
"6221","VA","Virginia","51035",2022,"carroll county",25937819,2887109,362031,4268297,0,0,40826719,49073120,29154,692,0.0237352083690619,45956
"6222","SC","South Carolina","45067",2022,"marion county",62844413,13702243,21461414,12876349,0,0,27394951,29287508,29187,11933,0.408902443203235,37534
"6223","OH","Ohio","39053",2022,"gallia county",0,0,0,0,0,0,5479060,6078770,29227,5737,0.196338124572211,49575
"6224","TX","Texas","48185",2022,"grimes county",9357681,0,2404875,6579916,3745396,0,26426189,28181244,29292,7458,0.254817548175482,52540
"6225","GA","Georgia","13087",2022,"decatur county",17722491,1542194,0,5829155,0,0,33930327,42007487,29369,13857,0.471856165083257,42960
"6226","GA","Georgia","13261",2022,"sumter county",17549858,441958,0,4204948,0,0,32239561,34342146,29612,17407,0.5877566180443,39008
"6227","NC","North Carolina","37017",2022,"bladen county",77974261,4871393,25554499,5896281,37600,0,57124175,72637416,29617,0,0,42398
"6228","WY","Wyoming","56029",2022,"park county",19419307,9803798,0,4308246,0,0,31421876,30332917,29625,16484,0.55644072373751,63286
"6229","NY","New York","36095",2022,"schoharie county",197576950,0,144305852,20707701,5748873,0,79702778,87632173,29718,5040,0.169617015548226,67080
"6230","VA","Virginia","51173",2022,"smyth county",55616613,0,2286209,6221626,337161,0,42684680,45300438,29800,7281,0.244328859060403,42303
"6231","GA","Georgia","13143",2022,"haralson county",5090646,0,0,4181624,783303,0,23095911,28028625,29920,7282,0.243390487649988,62472
"6232","MN","Minnesota","27021",2022,"cass county",86657008,30808133,44373799,8355679,0,0,60068895,62328251,30065,0,0,57928
"6233","WI","Wisconsin","55029",2022,"door county",25040548,0,3956364,7561579,11722991,0,66519083,75216770,30066,9429,0.31361005787268,64818
"6234","GA","Georgia","13305",2022,"wayne county",34874797,0,30572102,2045973,0,0,32976115,38557797,30144,12772,0.42369957537155,46314
"6235","IL","Illinois","17157",2022,"randolph county",4041697,0,201744,704912,4798538,0,16827247,24354221,30165,6338,0.21012498756755,58694
"6236","VA","Virginia","51117",2022,"mecklenburg county",133641262,374803,560248,9251209,0,349085,114591197,135367818,30315,5076,0.167419769781325,48013
"6237","VA","Virginia","51145",2022,"powhatan county",118358455,1203796,3496258,3778828,0,0,64292461,80242260,30334,579,0.0190881218474928,99854
"6238","TN","Tennessee","47055",2022,"giles county",1114401,0,394547,417450,4258553,0,23960294,30271912,30344,8158,0.268832795096553,55468
"6239","WI","Wisconsin","55121",2022,"trempealeau county",100772866,0,0,16592856,12481361,0,60830052,67296903,30756,0,0,63235
"6240","TN","Tennessee","47131",2022,"obion county",0,0,0,0,0,0,0,0,30788,12528,0.406925000812031,50021
"6241","IN","Indiana","18055",2022,"greene county",0,0,0,0,0,0,0,0,30805,5298,0.171996234133039,55504
"6242","MI","Michigan","26035",2022,"clare county",15024094,7407664,592545,4839473,0,0,21425252,23260385,30857,3796,0.123023074928701,46085
"6243","VA","Virginia","51033",2022,"caroline county",148401384,0,2117676,11615555,10125539,0,64537235,75240448,30886,0,0,73390
"6244","ID","Idaho","16051",2022,"jefferson county",15001076,7716423,0,3397617,0,0,21114790,22057274,30889,10283,0.332880126897802,75957
"6245","MN","Minnesota","27047",2022,"freeborn county",44070454,27134642,507682,2556288,0,0,60250600,59075250,30901,17992,0.582359605114096,62770
"6246","WY","Wyoming","56033",2022,"sheridan county",18777293,7656334,558274,6623701,0,0,27482763,31026778,30925,19430,0.62837553766049,63745
"6247","MS","Mississippi","28011",2022,"bolivar county",35337322,25112039,0,5734686,0,0,32335081,30619865,30973,14346,0.462998224947555,35599
"6248","IN","Indiana","18169",2022,"wabash county",0,0,0,0,0,0,0,0,30986,15442,0.498514979338843,62193
"6249","SC","South Carolina","45089",2022,"williamsburg county",114222817,22630535,165200,9072489,0,0,35722127,34549166,31019,5250,0.169212918197641,40235
"6250","CO","Colorado","08117",2022,"summit county",19444522,0,0,9066539,0,0,105932045,133331366,31052,26055,0.838995330864595,90297
"6251","TX","Texas","48025",2022,"bee county",32244501,0,713464,6508261,5891227,0,22493120,22960930,31061,14230,0.458337359487229,45431
"6252","MT","Montana","30047",2022,"lake county",19783278,8178630,249608,7379870,0,0,23994212,25705983,31132,5564,0.178711376630051,50978
"6253","SC","South Carolina","45027",2022,"clarendon county",84372316,22949169,24458184,4954105,0,0,41321108,47537999,31148,4522,0.145196506550218,41240
"6254","CO","Colorado","08029",2022,"delta county",5798350,0,0,4525609,0,0,32094885,39730975,31199,8190,0.262533658161303,52403
"6255","NE","Nebraska","31001",2022,"adams county",0,0,0,0,0,0,25446849,35053557,31202,24807,0.79496875500721,57136
"6256","TX","Texas","48449",2022,"titus county",107269487,0,0,6739677,1929237,0,20250798,17992174,31245,15419,0.493455371715685,49513
"6257","VA","Virginia","51009",2022,"amherst county",13264510,79594,1011109,1463815,0,0,3126229,5237331,31311,11782,0.376337560290031,57294
"6258","GA","Georgia","13123",2022,"gilmer county",36082057,0,0,2877870,0,0,38051411,50987893,31354,6738,0.214907664338341,57970
"6259","MI","Michigan","26063",2022,"huron county",43262428,20244455,13459564,7798129,0,0,32427404,40030791,31408,0,0,51767
"6260","KS","Kansas","20125",2022,"montgomery county",0,7991223,0,0,0,0,29407411,30863484,31484,17193,0.546052213682272,49251
"6261","MO","Missouri","29167",2022,"polk county",0,0,0,0,0,0,0,0,31521,10324,0.327548462831943,53856
"6262","OR","Oregon","41045",2022,"malheur county",0,0,0,76308,0,0,28360102,32340113,31575,12985,0.411295175952615,51466
"6263","TN","Tennessee","47025",2022,"claiborne county",0,0,0,0,0,0,0,0,32038,9187,0.286708485472646,43331
"6264","KS","Kansas","20111",2022,"lyon county",0,11466642,0,0,0,0,37850069,34266207,32177,24082,0.748376270238354,51420
"6265","TN","Tennessee","47079",2022,"henry county",16449084,0,0,3561724,3832948,0,20396114,24583991,32197,10377,0.322277089350601,45980
"6266","AK","Alaska","02110",2022,"juneau city and borough",324281622,113627782,0,42521206,0,82411856,313107793,337462538,32255,24756,0.767508913346768,89922
"6267","SC","South Carolina","45023",2022,"chester county",76712693,25683733,1292376,7360910,0,0,46409573,51229420,32294,8611,0.266643958630086,46500
"6268","LA","Louisiana","22039",2022,"evangeline parish",25990090,0,0,539335,1446173,0,14310411,22723426,32351,8097,0.250293663060278,37707
"6269","TN","Tennessee","47143",2022,"rhea county",0,0,0,0,0,0,0,0,32870,9688,0.294736842105263,50479
"6270","TN","Tennessee","47183",2022,"weakley county",0,0,0,0,0,0,0,0,32902,10714,0.325633700079023,44799
"6271","IN","Indiana","18073",2022,"jasper county",0,0,0,0,0,0,117367831,124547519,32912,5509,0.167355246369767,74336
"6272","IL","Illinois","17137",2022,"morgan county",5496771,0,0,5295205,8300366,0,15320466,26362789,32917,21003,0.638098131550965,54644
"6273","WA","Washington","53031",2022,"jefferson county",0,2866868,2737149,0,6726495,0,70910789,72556210,32975,15414,0.467416684355763,61548
"6274","WV","West Virginia","54025",2022,"greenbrier county",20421815,0,0,6802580,2022497,31840,16200013,19916815,32979,7227,0.219152742820754,41958
"6275","TX","Texas","48241",2022,"jasper county",14875023,915914,3315433,10350868,0,0,26276518,24838140,32983,7303,0.221437234687689,50038
"6276","NC","North Carolina","37175",2022,"transylvania county",25790197,6151469,2929428,6063686,78458,0,68289166,85704601,32986,13059,0.395895228278664,61737
"6277","MO","Missouri","29107",2022,"lafayette county",0,0,0,0,0,0,14206793,15830671,32994,10121,0.306845743390735,68142
"6278","IN","Indiana","18051",2022,"gibson county",0,0,0,0,0,0,0,0,33017,8343,0.252733937172458,60592
"6279","IN","Indiana","18077",2022,"jefferson county",0,0,0,0,0,0,97140034,93601198,33147,17447,0.5263523094096,59333
"6280","GA","Georgia","13177",2022,"lee county",14419600,1525949,0,8455962,0,0,34874212,41526033,33162,12481,0.376353164671471,76546
"6281","IN","Indiana","18023",2022,"clinton county",0,0,0,0,0,0,118178603,118578993,33188,16775,0.505423320277192,60609
"6282","GA","Georgia","13227",2022,"pickens county",33001583,8146365,1466036,6966912,0,0,48546846,52139119,33215,6384,0.192196531791908,72539
"6283","IL","Illinois","17011",2022,"bureau county",19118094,0,732469,6585316,17734692,0,25360255,34261956,33229,14965,0.450156419203465,61431
"6284","ND","North Dakota","38059",2022,"morton county",38138522,17000078,817438,7366612,0,0,28182214,29839074,33287,23673,0.711093088222042,71415
"6285","MD","Maryland","24011",2022,"caroline county",65820621,11391230,0,6737324,0,4174709,61986788,72240294,33299,5009,0.150452046976842,61945
"6286","IN","Indiana","18027",2022,"daviess county",0,0,0,0,0,0,81035741,89690681,33391,12920,0.387046523471436,59888
"6287","VA","Virginia","51001",2022,"accomack county",44121585,18310,2089831,6610920,5768176,0,59771419,72658946,33417,3223,0.0964594618860922,50949
"6288","IA","Iowa","19125",2022,"marion county",20176095,0,602101,2651867,2040415,0,26287386,33957476,33417,17721,0.530346561321602,69307
"6289","GA","Georgia","13187",2022,"lumpkin county",36018421,2458112,0,2404849,0,0,35653924,46114496,33487,6508,0.194338270425227,64077
"6290","IA","Iowa","19111",2022,"lee county",19500635,0,990039,7410935,2161586,0,31859481,37215382,33548,19815,0.590523021904336,56001
"6291","VA","Virginia","51023",2022,"botetourt county",92764685,0,775288,10674030,3855559,0,69647747,75270408,33593,13627,0.405613763543279,74081
"6292","IL","Illinois","17057",2022,"fulton county",23621685,0,19815775,1699583,9328380,0,24452024,36933628,33611,13177,0.392067600940224,50978
"6293","ND","North Dakota","38089",2022,"stark county",17940667,12691346,605517,4070336,0,0,24897832,28891620,33647,25674,0.763062473993937,73453
"6294","MI","Michigan","26165",2022,"wexford county",36972509,14763823,0,7466921,110159,0,20974703,22764061,33668,12208,0.362545659727378,53711
"6295","FL","Florida","12129",2022,"wakulla county",45172833,26541794,2412347,4804884,0,0,44234321,63402962,33766,10124,0.299845989811634,71962
"6296","VA","Virginia","51155",2022,"pulaski county",62273412,0,1880515,6304185,1785466,0,60953736,67177275,33800,19404,0.574082840236686,53111
"6297","NY","New York","36099",2022,"seneca county",49655360,0,0,19730798,7504419,0,72069512,83316043,33811,14230,0.420831608209617,60985
"6298","FL","Florida","12027",2022,"desoto county",68998946,29604102,9561380,11000398,0,0,59968795,74045601,33975,17342,0.510419119378385,43256
"6299","MN","Minnesota","27097",2022,"morrison county",50518296,23569995,1387945,8507285,0,0,53676845,58960778,34010,9411,0.276712731549544,63671
"6300","VA","Virginia","51083",2022,"halifax county",161338615,0,1382305,4664187,2106828,0,49249798,65242883,34022,7413,0.217888425136676,46244
"6301","IL","Illinois","17021",2022,"christian county",789000,0,0,0,0,0,14851167,21716515,34031,16782,0.493124118476728,52500
"6302","KS","Kansas","20079",2022,"harvey county",0,0,0,0,0,0,0,0,34034,20378,0.598930166940983,65989
"6303","MI","Michigan","26047",2022,"emmet county",25230361,0,0,9575486,1635353,0,54133617,61129932,34105,12577,0.368697232645403,71401
"6304","IL","Illinois","17103",2022,"lee county",19965884,0,1524688,6164404,8916659,0,29542122,37746854,34144,15987,0.468209108214966,60542
"6305","NC","North Carolina","37165",2022,"scotland county",90391832,3830026,27201621,9939290,0,0,53289051,59250563,34180,16225,0.474776145607772,44060
"6306","IN","Indiana","18183",2022,"whitley county",0,0,0,0,0,0,0,0,34190,10570,0.30914568161212,64146
"6307","KS","Kansas","20121",2022,"miami county",0,19748828,0,0,0,0,51857981,53969157,34205,8417,0.246175894241175,77550
"6308","NE","Nebraska","31141",2022,"platte county",0,0,0,0,0,0,25584503,31983019,34294,24838,0.724224399346863,70177
"6309","TN","Tennessee","47117",2022,"marshall county",27180310,0,0,377837,5345733,0,26152444,39077795,34320,11934,0.347747537735299,64710
"6310","IN","Indiana","18151",2022,"steuben county",0,0,0,0,0,0,113692899,119642927,34448,12686,0.368404239872223,65407
"6311","OH","Ohio","39137",2022,"putnam county",0,6570111,0,0,323613,2356319,36817393,41225697,34448,5433,0.157702243766509,72588
"6312","MN","Minnesota","27103",2022,"nicollet county",44584164,21420134,1210516,8163217,0,0,48160579,53008926,34464,25768,0.747895745051373,73386
"6313","NM","New Mexico","35055",2022,"taos county",71462559,15056849,6592545,1500265,0,0,36329102,47456291,34488,15665,0.454202789295138,45626
"6314","MO","Missouri","29009",2022,"barry county",0,0,0,0,0,0,7209809,12383488,34533,6038,0.174842184513812,47532
"6315","WI","Wisconsin","55019",2022,"clark county",17789080,0,0,10220060,12648556,0,66258157,75552044,34660,0,0,59258
"6316","GA","Georgia","13145",2022,"harris county",24923890,3059816,0,9539050,0,0,39993103,45217133,34669,974,0.0280950732664128,80911
"6317","IL","Illinois","17049",2022,"effingham county",81141,0,0,81141,0,0,21247711,28671558,34671,13990,0.403542171454944,69988
"6318","NE","Nebraska","31111",2022,"lincoln county",0,0,0,0,0,0,36400031,39012395,34680,23582,0.680066905064021,61702
"6319","UT","Utah","49051",2022,"wasatch county",14607948,0,0,3582488,6046802,0,47380392,63897473,34791,25096,0.721398183281591,102206
"6320","TX","Texas","48227",2022,"howard county",15052955,0,6528654,1466344,5639100,0,16516970,31528852,34864,28955,0.830608146873207,55842
"6321","OH","Ohio","39117",2022,"morrow county",31729455,11015473,0,10353352,394537,3836651,49136513,67175091,34940,4,0.00011444921316166,62516
"6322","IL","Illinois","17133",2022,"monroe county",11700750,0,0,7772624,10647651,0,32330058,39796030,34953,20453,0.58500657857102,93054
"6323","MN","Minnesota","27005",2022,"becker county",55469021,25727065,982160,6683643,0,0,62269744,78589374,35176,10234,0.290879117755734,67261
"6324","TN","Tennessee","47103",2022,"lincoln county",0,0,0,0,0,0,0,0,35326,10120,0.286531328746567,52018
"6325","IA","Iowa","19179",2022,"wapello county",11132444,0,1405065,7813711,1636591,0,20124677,22226269,35445,25019,0.706013488726472,55297
"6326","NE","Nebraska","31119",2022,"madison county",0,0,0,0,0,0,24290966,30038031,35584,25849,0.726401573696782,61263
"6327","UT","Utah","49047",2022,"uintah county",14076650,0,0,2846852,4601365,0,64660765,73230294,35613,19675,0.55235822571589,64105
"6328","TX","Texas","48147",2022,"fannin county",38180190,0,0,5473488,3237744,0,21299957,26229535,35661,7799,0.218692165330043,56794
"6329","TX","Texas","48477",2022,"washington county",8706068,0,3044673,2798699,2242463,0,33765102,42106985,35804,17395,0.485826001955034,66601
"6330","IN","Indiana","18001",2022,"adams county",0,0,0,0,0,0,0,0,35811,10441,0.291574743779497,62282
"6331","IL","Illinois","17105",2022,"livingston county",4365155,0,616431,1835624,15200174,0,25800770,34371285,35816,12680,0.354041602680441,61569
"6332","TX","Texas","48217",2022,"hill county",0,0,0,0,0,0,0,0,35869,8068,0.224898255003624,52495
"6333","IA","Iowa","19167",2022,"sioux county",13398386,0,385437,6517120,2086874,0,22370525,25383310,35870,15565,0.433903880463872,84283
"6334","PA","Pennsylvania","42059",2022,"greene county",39229315,5757039,0,25220318,0,0,38101357,41637768,35946,8754,0.243477777159704,55287
"6335","KY","Kentucky","21071",2022,"floyd county",0,0,0,375844,0,0,27820888,29074986,35948,7830,0.217850982137889,36253
"6336","KY","Kentucky","21089",2022,"greenup county",0,0,0,150000,0,0,13999117,16221583,35970,20612,0.573160558367165,54292
"6337","IN","Indiana","18103",2022,"miami county",0,0,0,0,0,0,92572438,97166211,35972,19578,0.544407986207664,56867
"6338","TN","Tennessee","47029",2022,"cocke county",21306063,0,366982,3353103,6326805,0,24600566,30513518,35998,11558,0.321064474013167,40572
"6339","MO","Missouri","29105",2022,"laclede county",0,0,0,0,0,0,16869768,20566791,36042,14710,0.408168928105663,46405
"6340","NE","Nebraska","31157",2022,"scotts bluff county",0,0,0,0,0,0,27726566,29080275,36084,25104,0.695710009976721,53206
"6341","VA","Virginia","51195",2022,"wise county",94358997,6540168,4514091,8334330,0,0,58839810,59809669,36118,12506,0.346138942706892,41994
"6342","VA","Virginia","51137",2022,"orange county",97306453,0,2156802,8929065,2620609,0,76479291,81542527,36184,15704,0.433165995476361,94547
"6343","GA","Georgia","13299",2022,"ware county",7238625,521167,2274330,1523014,0,0,41342462,35260116,36247,24610,0.678877824060026,43065
"6344","TX","Texas","48321",2022,"matagorda county",27446294,0,17570340,6986676,4866712,0,30936529,40501218,36249,19311,0.532643773272652,50054
"6345","IN","Indiana","18083",2022,"knox county",0,0,0,0,0,0,134912828,147536525,36286,19800,0.545725152968414,56564
"6346","NC","North Carolina","37003",2022,"alexander county",57144089,4296340,27569399,5960623,52536,0,50788490,54552681,36440,3978,0.109153770167929,52989
"6347","OH","Ohio","39031",2022,"coshocton county",35390982,10950791,0,7954388,500453,3737877,42131724,51497107,36602,12334,0.33688408172184,50135
"6348","KY","Kentucky","21083",2022,"graves county",0,0,0,0,0,0,17091052,24829249,36657,12256,0.334415673006085,49668
"6349","IN","Indiana","18069",2022,"huntington county",0,0,0,0,0,0,103464134,106274376,36670,17555,0.478833669739785,55546
"6350","IN","Indiana","18133",2022,"putnam county",0,0,0,0,0,0,102770522,103646473,36728,10190,0.277460110003812,61223
"6351","KS","Kansas","20061",2022,"geary county",0,0,0,0,0,0,0,0,36730,32469,0.883774735294918,54104
"6352","MI","Michigan","26033",2022,"chippewa county",33521389,20659024,5334746,3312720,0,0,25946831,34161113,36784,17977,0.488704635041457,48972
"6353","TX","Texas","48223",2022,"hopkins county",21175654,0,0,5807006,21178457,0,20511432,26344002,36792,14683,0.399135564193873,56680
"6354","TN","Tennessee","47045",2022,"dyer county",29486438,0,0,6652851,592179,0,19240604,24099684,36803,16790,0.45623760223907,51499
"6355","NC","North Carolina","37055",2022,"dare county",310526551,7823188,121680712,23782279,383397,0,136418810,198274737,36910,28764,0.77919544900447,68682
"6356","LA","Louisiana","22119",2022,"webster parish",6823204,0,1826046,3998637,2174690,0,14489573,38690302,36963,18590,0.502880947872427,41436
"6357","IA","Iowa","19187",2022,"webster county",22840422,0,931728,6238801,1981703,0,35500418,48216563,36996,24699,0.667558582664396,55183
"6358","NC","North Carolina","37113",2022,"macon county",93621305,5363910,39007081,6891997,82366,0,76600434,81012678,37016,9358,0.252823256065273,49406
"6359","WY","Wyoming","56001",2022,"albany county",16561618,8064871,0,6877591,0,0,22881079,24234850,37070,32261,0.870366373495926,53112
"6360","WI","Wisconsin","55045",2022,"green county",44808305,0,691196,8843529,9849551,0,50199374,60230592,37092,10725,0.289138112312296,73386
"6361","OH","Ohio","39171",2022,"williams county",0,9496579,0,0,0,3346267,48307854,50521920,37106,9238,0.248989272815482,57131
"6362","IL","Illinois","17081",2022,"jefferson county",13548124,3423095,0,370846,0,0,23051046,26393278,37118,15288,0.4119311292539,53294
"6363","NE","Nebraska","31053",2022,"dodge county",0,0,0,0,0,0,31764421,35122983,37171,28292,0.761212903920144,59872
"6364","NC","North Carolina","37197",2022,"yadkin county",36513443,3218579,9069949,3485175,51810,0,46130145,56032328,37211,0,0,56547
"6365","PA","Pennsylvania","42031",2022,"clarion county",16152745,7455112,0,4324735,0,0,30539974,32384939,37236,5662,0.152036733707473,55551
"6366","MI","Michigan","26061",2022,"houghton county",27151010,14211954,0,9648417,0,0,42213815,45535906,37360,20470,0.547897540215733,52585
"6367","NY","New York","36031",2022,"essex county",208905755,0,170624526,20135692,8420193,0,100294497,131684764,37362,5046,0.134988363072149,62884
"6368","MN","Minnesota","27147",2022,"steele county",45438544,21109901,595621,9422161,0,0,50121806,54157787,37400,26278,0.70250761909854,70093
